title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
CleanBase: Detecting Malicious Documents in RAG Knowledge Databases,"CleanBase constructs a similarity graph where nodes represent documents and edges connect similar documents based on embedding model similarity exceeding a statistically determined threshold, then detects cliques to f...",medium,multiple datasets and prompt injection attacks,"Malicious documents crafted for the same attack-targeted questions often exhibit high semantic similarity, forming cliques in a similarity graph constructed over the knowledge database.",unknown,yes,"Reliability, Safety, Privacy, and Security",可靠性、安全、隐私与防护,"可靠性、安全、隐私与防护 (Reliability, Safety, Privacy, and Security)","Reliability, Safety, Privacy, and Security"
Agentic AI for Substance Use Education: Integrating Regulatory and Scientific Knowledge Sources,An agentic-based AI web application that combines Drug Enforcement Administration records with peer-reviewed literature in real-time using retrieval-augmented generation with a filtered corpus of 102 documents and dyn...,medium,"A filtered corpus of 102 documents, dynamic PubMed queries, and an expert evaluation study with five subject matter experts who generated 30 domain-specific questions.","Agentic AI architectures integrating authoritative regulatory sources with real-time scientific literature for scalable, accurate, and verifiable health education delivery.",Not specified in the abstract.,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Core Retrieval and Ranking Methods
Structure-Aware Chunking for Tabular Data in Retrieval-Augmented Generation,"STC framework that performs token-constrained splitting aligned with structural boundaries and applies overlap-free greedy merging to produce dense, non-overlapping chunks.",medium,MAUD dataset,"A structure-aware tabular chunking (STC) framework that operates on row-level units by constructing a hierarchical Row Tree representation, preserving semantic relationships while improving token utilization.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Retrieval-Augmented Reasoning for Chartered Accountancy,"A basic RAG method that automatically adds retrieved information into the prompt, depending on the model's built-in Chain-of-Thought (CoT) functions to create context and produce correct answers.",medium,CA-Ben benchmark,CA-ThinkFlow as a parameter-efficient Retrieval-Augmented Generation (RAG) framework that uses a 14B-DeepSeek-R1 reasoning model and a layout-aware Docling extraction system.,Essential reasoning abilities fail to process complex regulatory texts in fields such as Taxation.,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
FlashRT: Towards Computationally and Memory Efficient Red-Teaming for Prompt Injection and Knowledge Corruption,"FlashRT, a framework that improves computational and memory efficiency for optimization-based red-teaming attacks.",high,"Long-context LLMs including Gemini-3.1-Pro and Qwen-3.5, with contexts up to 32K tokens",Developing a framework to improve efficiency for optimization-based prompt injection and knowledge corruption attacks under long-context LLMs.,Not specified in the abstract,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),"Reliability, Safety, Privacy, and Security"
NorBERTo: A ModernBERT Model Trained for Portuguese with 331 Billion Tokens Corpus,"Training NorBERTo on Aurora-PT, a newly curated Brazilian Portuguese corpus comprising 331 billion GPT-2 tokens collected from diverse web sources and existing multilingual datasets.",high,"Aurora-PT corpus, ASSIN 2, PLUE datasets","Introducing NorBERTo, a modern encoder based on the ModernBERT architecture, featuring long-context support and efficient attention mechanisms.",Not explicitly mentioned,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),General or Unspecified RAG
"NeocorRAG: Less Irrelevant Information, More Explicit Evidence, and More Effective Recall via Evidence Chains","NeocorRAG framework which uses an activated search algorithm for refined candidate space, constrained decoding for precise evidence chain generation, and evidence chains to guide retrieval optimization.",high,"HotpotQA, 2WikiMultiHopQA, MuSiQue, and NQ",Evidence Chains for holistic retrieval quality optimization while maintaining high recall.,unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Iterative Multimodal Retrieval-Augmented Generation for Medical Question Answering,"Pairs ColQwen2.5 patch-level page embeddings with a sharded MapReduce LLM filter, scaling to ~350K pages while keeping Stage-1 retrieval under 30 ms via an offline coarse-to-fine index (C=8 centroids per page, ANN ove...",medium,"PMC document pages, four medical QA benchmarks (MedQA, MedMCQA, PubMedQA, MMLU-Med)","MED-VRAG, an iterative multimodal RAG framework that retrieves and reasons over PMC document page images instead of OCR'd text.",Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
"Contextual Agentic Memory is a Memo, Not True Memory","Drawing on Complementary Learning Systems theory from neuroscience, showing that biological intelligence solved this problem by pairing fast hippocampal exemplar storage with slow neocortical weight consolidation, whi...",low,unknown,"Treating lookup as memory is a category error with consequences for generalization, expertise development, and vulnerability to memory poisoning.","Current agents accumulate notes indefinitely without developing expertise, face a provable generalization ceiling on compositionally novel tasks, and are structurally vulnerable to persistent memory poisoning.",unknown,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Survey, Theory, and Governance"
Purifying Multimodal Retrieval: Fragment-Level Evidence Selection for RAG,"FES-RAG framework that decomposes retrieved multimodal documents into sentence-level textual fragments and region-level visual fragments, using Fragment Information Gain (FIG) metric to guide fragment selection and di...",medium,M2RAG benchmark,Reframe MRAG as a fine-grained evidence selection problem by selecting atomic multimodal fragments rather than entire documents as grounding evidence.,unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
ChipLingo: A Systematic Training Framework for Large Language Models in EDA,"A three-stage training pipeline: domain corpus construction with multi-source data curation and QA augmentation, domain-adaptive pretraining with comparisons of different parameter training strategies, and instruction...",high,"EDA-Bench, an internal benchmark covering representative EDA tool scenarios.","ChipLingo, a systematic training pipeline for domain-adapted LLMs tailored to EDA scenarios.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Domain-Specific RAG Applications
NuggetIndex: Governed Atomic Retrieval for Maintainable RAG,"NuggetIndex, a retrieval system that manages atomic information units as records with evidence links, temporal validity intervals, and lifecycle states",medium,"nuggetized MS MARCO subset, temporal Wikipedia QA dataset, multi-hop QA task","Store atomic information units as managed records (nuggets) with links to evidence, temporal validity intervals, and lifecycle states, filtering invalid or deprecated nuggets prior to ranking",unknown,yes,General or Unspecified RAG,通用或未明确 RAG,通用或未明确 RAG (General or Unspecified RAG),Core Retrieval and Ranking Methods
Enhancing Linux Privilege Escalation Attack Capabilities of Local LLM Agents,"Systematic empirical study analyzing failure modes of open-weight models in autonomous privilege escalation, mapping them to enhancement techniques, and evaluating five concrete interventions (chain-of-thought prompti...",medium,Linux privilege escalation vulnerabilities,Targeted system-level and prompting interventions can bridge the performance gap between local open-weight models and cloud-based restricted-weight models for autonomous privilege escalation,Vulnerability discovery remains a bottleneck for local models,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
