title,method,complexity,scenario,advantages,limitations,data_driven,category,category_zh,category_bilingual,source_category
RS-Claw: Progressive Active Tool Exploration via Hierarchical Skill Trees for Remote Sensing Agents,"RS-Claw, a novel remote sensing agent architecture that uses skill encapsulation to hierarchically structure tool descriptions, allowing agents to first select relevant skill branches by reading summaries, then dynami...",medium,Earth-Bench benchmark,"Reframing tool selection as active exploration within the tool space, using hierarchical skill trees to enable sequential decision-making and dynamic loading of tool descriptions.",not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
CANTANTE: Optimizing Agentic Systems via Contrastive Credit Attribution,"CANTANTE, a framework that decomposes system-level rewards into per-agent update signals by contrasting rollouts of multiple joint configurations on the same query, instantiated for prompt optimization",high,"programming (MBPP), mathematical reasoning (GSM8K), and multi-hop question answering (HotpotQA)","optimizing agentic systems is fundamentally a credit-assignment problem, and contrasting rollouts of multiple joint configurations on the same query can decompose system-level rewards into per-agent update signals",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Utility-Oriented Visual Evidence Selection for Multimodal Retrieval-Augmented Generation,"A training-free, surrogate-accelerated framework that efficiently estimates evidence utility using lightweight multimodal models, based on ranking evidence by information gain on a latent variable.",high,MRAG-Bench and Visual-RAG across multiple model families,Reformulating multimodal evidence selection from an information-theoretic perspective by defining evidence utility as the information gain induced on a model's output distribution.,Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
An Agentic AI Framework with Large Language Models and Chain-of-Thought for UAV-Assisted Logistics Scheduling with Mobile Edge Computing,"The framework has two components: (1) an agentic AI with LLMs, RAG, and chain-of-thought reasoning to create mathematical formulations, and (2) a hierarchical deep reinforcement learning approach based on proximal pol...",high,cloud manufacturing with unmanned aerial vehicles (UAVs) and mobile edge computing (MEC),"An agentic-AI-assisted optimization framework combining large language models, retrieval-augmented generation, and chain-of-thought reasoning to translate user input into mathematical formulations, plus a hierarchical...",unknown,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Retrieval-Augmented Tutoring for Algorithm Tracing and Problem-Solving in AI Education,"Intent-aware Socratic response strategy to tailor support to different student needs, responding with targeted hints, guiding questions, and progressive scaffolding; a multimodal RAG pipeline that retrieves relevant i...",medium,course materials,"KITE (Knowledge-Informed Tutoring Engine), a Retrieval-Augmented Generation (RAG)-based intelligent tutoring system designed to serve as a classroom teaching assistant for algorithmic reasoning and problem-solving tasks",unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
"Retrieval is Cheap, Show Me the Code: Executable Multi-Hop Reasoning for Retrieval-Augmented Generation","PyRAG framework that represents the reasoning process as an executable Python program over retrieval and QA tools, exposing intermediate states as variables and enabling compiler-grounded self-repair and execution-dri...",high,"PopQA, HotpotQA, 2WikiMultihopQA, MuSiQue, and Bamboogle QA benchmarks",Reformulating multi-hop RAG as program synthesis and execution using executable Python programs over retrieval and QA tools.,unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
Synthesizing the Expert: A Validated Multimodal Dataset for Trustworthy AI-Assisted Swimming Coaching,"A multi-agent LLM architecture utilizing a multimodal knowledge base gathered across four dimensions: physiological data, physiological literature, kinematic sensor data, and unstructured domain expertise",high,"A dataset of 1,864 validated ""Question-Context-Answer"" triplets drawn from 1,914 drafts evaluated against 12 physiological soundness rules, focused on swimming coaching applications","A novel generative framework that leverages a multimodal knowledge base to synthesize a high-fidelity dataset of validated ""Question-Context-Answer"" triplets",Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Domain-Specific RAG Applications
"Overview of the MedHopQA track at BioCreative IX: track description, participation and evaluation of systems for multi-hop medical question answering","Development of a novel dataset of 1,000 challenging QA pairs spanning diseases, genes, and chemicals, with questions requiring two-hop reasoning through integration of information from two distinct Wikipedia pages",low,"MedHopQA dataset of 1,000 QA pairs spanning diseases, genes, and chemicals, with emphasis on rare diseases, requiring two-hop reasoning",BioCreative IX MedHopQA shared task was designed to benchmark multi-hop reasoning for large language models (LLMs),unknown,yes,"Evaluation, Benchmarks, and Diagnostics",评测、基准与诊断,"评测、基准与诊断 (Evaluation, Benchmarks, and Diagnostics)","Evaluation, Benchmarks, and Diagnostics"
Bidirectional Empowerment of Metamorphic Testing and Large Language Models: A Systematic Survey,Systematic survey of 93 primary studies to characterize the reciprocal relationship between MT and LLMs through a taxonomy spanning two complementary directions: MT for LLMs and LLMs for MT.,low,unknown,"Metamorphic testing (MT) is a promising approach for testing LLMs, and conversely, LLMs can automate labor-intensive phases of MT, creating a bidirectional empowerment relationship.",unknown,unknown,"Survey, Theory, and Governance",综述、理论与治理,"综述、理论与治理 (Survey, Theory, and Governance)","Survey, Theory, and Governance"
LegalCheck: Retrieval- and Context-Augmented Generation for Drafting Municipal Legal Advice Letters,"LegalCheck, a system that uses a large language model (LLM) alongside curated legal knowledge bases to perform retrieval of relevant laws and precedents, and uses controlled prompting to incorporate both external know...",medium,Municipality of Amsterdam deployment,Automating the drafting of objection response letters through a combination of Retrieval-Augmented Generation (RAG) and Context-Augmented Generation (CAG).,unknown,yes,Domain-Specific RAG Applications,领域应用型 RAG,领域应用型 RAG (Domain-Specific RAG Applications),Domain-Specific RAG Applications
Towards Order Fairness: Mitigating LLMs Order Sensitivity through Dual Group Advantage Optimization,DGAO uses reinforcement learning to reward the policy model for generating order-stable and correct outputs while penalizing order-sensitive or incorrect responses.,high,"RAG, mathematical reasoning, and classification tasks",DGAO (Dual Group Advantage Optimization) improves model accuracy and order stability simultaneously by calculating and balancing intra-group relative accuracy advantage and inter-group relative stability advantage.,not specified,yes,Agentic and Multi-Agent RAG,智能体与多智能体 RAG,智能体与多智能体 RAG (Agentic and Multi-Agent RAG),Agentic and Multi-Agent RAG
Very Efficient Listwise Multimodal Reranking for Long Documents,"Two-stage training strategy: (i) listwise pretraining on large-scale text data rendered as images, and (ii) multimodal finetuning with VLM-teacher-distilled soft-ranking supervision.",high,MMDocIR benchmark,"ZipRerank, a highly efficient listwise multimodal reranker that reduces input length via query-image early interaction and eliminates autoregressive decoding by scoring all candidates in a single forward pass.",Unknown,yes,Multimodal and Visual RAG,多模态与视觉 RAG,多模态与视觉 RAG (Multimodal and Visual RAG),Multimodal and Visual RAG
Persistent and Conversational Multi-Method Explainability for Trustworthy Financial AI,"An architecture for human-centered explainable AI that treats XAI artifacts as persistent objects in S3-compatible storage, enables multi-method explanation triangulation through RAG, and evaluates explanation faithfu...",medium,EXTRA-BRAIN financial sentiment analysis pipeline using FinBERT predictions,"Combining persistent XAI artifacts with semantic retrieval, multi-method explanation triangulation using RAG, and automated evaluation of explanation faithfulness.",unknown,yes,Core Retrieval and Ranking Methods,核心检索与排序方法,核心检索与排序方法 (Core Retrieval and Ranking Methods),Core Retrieval and Ranking Methods
